Date	Time	Severity	PID	TID	Function	Message
12-09-2026	17:57:34.750	 INFO	 32032	  2132	DllMain	"DLL_PROCESS_ATTACH Fri Dec 20 03:01:36 2024 11.4.2504.1"
12-09-2026	17:57:34.750	 INFO	 32032	  2132	DllMain	"PROCESS ATTACHED"
12-09-2026	17:57:34.750	 INFO	 32032	 30784	LateInitialization	"Intialization..."
12-09-2026	17:57:34.751	 INFO	 32032	 30784	LoadDisplayDevicesName	"DisplayDevices : "
12-09-2026	17:57:34.751	 INFO	 32032	 30784	LoadDisplayDevicesName	"\\.\DISPLAY1"
12-09-2026	17:57:34.751	 INFO	 32032	 30784	LoadDisplayDevicesName	"\\.\DISPLAY2"
12-09-2026	17:57:34.751	 INFO	 32032	 30784	LoadDisplayDevicesName	"\\.\DISPLAY3"
12-09-2026	17:57:34.751	 INFO	 32032	 30784	LoadDisplayDevicesName	"\\.\DISPLAY4"
12-09-2026	17:57:34.752	ERROR	 32032	 30784	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
12-09-2026	17:57:34.753	 INFO	 32032	 30784	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 36488515
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
12-09-2026	17:57:34.753	 INFO	 32032	 30784	LateInitialization	"Intialization finished"
12-09-2026	17:57:34.805	 INFO	  2964	  7676	DllMain	"DLL_PROCESS_ATTACH Fri Dec 20 03:01:36 2024 11.4.2504.1"
12-09-2026	17:57:34.805	 INFO	  2964	  7676	DllMain	"PROCESS ATTACHED"
12-09-2026	17:57:34.805	 INFO	  2964	 31132	LateInitialization	"Intialization..."
12-09-2026	17:57:34.805	 INFO	  2964	 31132	LoadDisplayDevicesName	"DisplayDevices : "
12-09-2026	17:57:34.806	 INFO	  2964	 31132	LoadDisplayDevicesName	"\\.\DISPLAY1"
12-09-2026	17:57:34.806	 INFO	  2964	 31132	LoadDisplayDevicesName	"\\.\DISPLAY2"
12-09-2026	17:57:34.806	 INFO	  2964	 31132	LoadDisplayDevicesName	"\\.\DISPLAY3"
12-09-2026	17:57:34.806	 INFO	  2964	 31132	LoadDisplayDevicesName	"\\.\DISPLAY4"
12-09-2026	17:57:34.807	ERROR	  2964	 31132	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
12-09-2026	17:57:34.807	 INFO	  2964	 31132	LateInitialization	"Exe = C:\Program Files\Git\usr\bin\sh.exe
ProductName = 
FileDescription = 
ShadowFolder = %LOCALAPPDATA%\EndpointDLP\print-shadow
ParsingMode = Hybrid
DeletePrinterShadowFiles = 1
PrinterUseDisplayDevicesList = 0
EnablePrinterEscapeProcessing = 1
EnableWatermarkForAll = 0
MaxPrintPages = 4294967295
GdiPlusToken = 36488562
ExcludedEscapes = 4117, 37, 4118, 4115, 4121, "
12-09-2026	17:57:34.807	 INFO	  2964	 31132	LateInitialization	"Intialization finished"
12-09-2026	17:57:44.531	 INFO	 30756	 17484	DllMain	"DLL_PROCESS_ATTACH Fri Dec 20 03:01:36 2024 11.4.2504.1"
12-09-2026	17:57:44.532	 INFO	 30756	 17484	DllMain	"PROCESS ATTACHED"
12-09-2026	17:57:44.532	 INFO	 30756	 33128	LateInitialization	"Intialization..."
12-09-2026	17:57:44.532	 INFO	 30756	 33128	LoadDisplayDevicesName	"DisplayDevices : "
12-09-2026	17:57:44.532	 INFO	 30756	 33128	LoadDisplayDevicesName	"\\.\DISPLAY1"
12-09-2026	17:57:44.533	 INFO	 30756	 33128	LoadDisplayDevicesName	"\\.\DISPLAY2"
12-09-2026	17:57:44.533	 INFO	 30756	 33128	LoadDisplayDevicesName	"\\.\DISPLAY3"
12-09-2026	17:57:44.533	 INFO	 30756	 33128	LoadDisplayDevicesName	"\\.\DISPLAY4"
12-09-2026	17:57:44.534	ERROR	 30756	 33128	LateInitialization	"std::exception caught = GetFileVersionInfoSizeW failed with 1813"
